vin,make,model,year,body
WAUZZZGE7LB0XXXXX,Audi,,,SUV
WAUZZZ8LZ1A0XXXXX,Audi,A3,,
WAUZZZ8LZ1A0XXXXX,Audi,A3,,
TRUZZZ8J6710XXXXX,Audi,TT,,
WAUZZZ8LZ1A0XXXXX,Audi,,,hatchback
TRUZZZ8J6710XXXXX,Audi,TT,,coupe
TRUZZZ8J6710XXXXX,Audi,TT,,
WA1LFAFP3FA0XXXXX,Audi,Q5,2015,
WA1LFAFP3FA0XXXXX,Audi,Q5,2015,SUV
WAUZZZ4L8CD0XXXXX,Audi,Q7,,
WA1LFAFP3FA0XXXXX,Audi,Q5,,
WAUZZZ4L8CD0XXXXX,Audi,Q7,,SUV
WA1LFAFP3FA0XXXXX,Audi,Q5,2015,multi-purpose vehicle
WBAPN11050VJXXXXX,BMW,3 Series,,
WBAPN11050VJXXXXX,BMW,3 Series,,sedan
WBAPE11090WJXXXXX,BMW,X3,,
WBAPE11090WJXXXXX,BMW,X Series,,SUV
WBAPN31050VLXXXXX,BMW,3 Series,,sedan
WAUZZZ8E77A0XXXXX,Audi,A4,,
WAUZZZ8E77A0XXXXX,Audi,A4,,
WAUZZZ4F35N1XXXXX,Audi,A6,,
WAUZZZ4F35N1XXXXX,Audi,A6,,sedan
WBAVD11000AVXXXXX,BMW,3 Series,,sedan
WBAYH31040EPXXXXX,BMW,X2,,
WBAYH31040EPXXXXX,BMW,X2,,
WAUZZZ8K39A1XXXXX,Audi,A4,,
WAUZZZ8K39A1XXXXX,Audi,A4,,
WAUZZZ8K39A1XXXXX,Audi,A4,,
WAUZZZ8K39A1XXXXX,Audi,A4,,van
WBAYH31040EPXXXXX,BMW,X Series,,SUV
WAUZZZ8R7EA0XXXXX,Audi,Q5,2014,
WAUZZZ8R7EA0XXXXX,Audi,Q5,,
WAUZZZ4G9HN0XXXXX,Audi,A6,2017,
WAUZZZ8R7EA0XXXXX,Audi,Q5,,SUV
WAUZZZ8R7EA0XXXXX,Audi,Q5,,
WAUZZZ8R7EA0XXXXX,Audi,Q5,,
WAUZZZ8R7EA0XXXXX,Audi,Q5,,SUV
WAUZZZ4G9HN0XXXXX,Audi,A6,,estate
WA1ANAFY7J20XXXXX,Audi,Q5,2018,SUV
WAUZZZ4G5DN0XXXXX,Audi,,,
WA1ANAFY7J20XXXXX,Audi,Q5,,
WA1ANAFY7J20XXXXX,Audi,Q5,,
WA1ANAFY7J20XXXXX,Audi,Q5,,
WA1ANAFY7J20XXXXX,Audi,Q5,,SUV
WAUZZZF43HA1XXXXX,Audi,A4,2017,
WAUZZZF43HA1XXXXX,Audi,A4,,
WAUZZZF43HA1XXXXX,Audi,A4,,van
WAUZZZF43HA1XXXXX,Audi,A4,,
WAUZZZ8V6JA1XXXXX,Audi,A3,,hatchback
WAUZZZ8V6JA1XXXXX,Audi,A3,,hatchback
WAUZZZ8V6JA1XXXXX,Audi,,,hatchback
WAUZZZ8P99A0XXXXX,Audi,A3,,
WAUZZZ8P99A0XXXXX,Audi,A3,,
WAUZZZ8P99A0XXXXX,Audi,A3,,
WAUZZZ8P99A0XXXXX,Audi,A3,,hatchback
WAUZZZ4F67N0XXXXX,Audi,A6,,
WAUZZZ4F67N0XXXXX,Audi,A6,,
WAUZZZFY5K20XXXXX,Audi,Q5,,
WAUZZZFY5K20XXXXX,Audi,Q5,,
WAUZZZFY5K20XXXXX,Audi,Q5,,SUV
WAUZZZ4E25N0XXXXX,Audi,A8,,
WAUZZZ4E25N0XXXXX,Audi,A8,,sedan
WAUZZZ4F0AN0XXXXX,Audi,A6,,
WAUZZZ4F0AN0XXXXX,Audi,A6,,
WAUZZZF34L10XXXXX,Audi,Q3,,
WAUZZZF34L10XXXXX,Audi,Q3,,estate
WAUZZZF34L10XXXXX,Audi,Q3,,SUV
WBAFW11000C7XXXXX,BMW,5 Series,,
WBAFW11000C7XXXXX,BMW,5 Series,,sedan
WAUZZZ8K19N0XXXXX,Audi,A4,,
WAUZZZ8K19N0XXXXX,Audi,A4,,sedan
WAUZZZEY1H20XXXXX,Audi,Q5,,
WAUZZZEY1H20XXXXX,Audi,Q5,,SUV
WBA3K31030F6XXXXX,BMW,3 Series,,
WBA3K31030F6XXXXX,BMW,3 Series,,estate
WAUZZZ4M7JD0XXXXX,Audi,,,SUV
WAUZZZ4M7JD0XXXXX,Audi,Q7,,
WBANF71040CCXXXXX,BMW,5 Series,,
WBANF71040CCXXXXX,BMW,5 Series,,sedan
WBAUR12000VSXXXXX,BMW,1 Series,,
WAUZZZ4G1EN1XXXXX,Audi,A6,2014,
WAUZZZ4G1EN1XXXXX,Audi,A7,,hatchback
WBANX51040CTXXXXX,BMW,5 Series,,sedan
WBAVG91090A3XXXXX,BMW,3 Series,,
WBA3D11000F3XXXXX,BMW,3 Series,,
WBA3D11000F3XXXXX,BMW,3 Series,,sedan
WBAVG91090A3XXXXX,BMW,3 Series,,sedan
WBA7K310307FXXXXX,BMW,,,
WBAPX51030C1XXXXX,BMW,5 Series,,
WBAXX510600EXXXXX,BMW,X Series,,SUV
WAUPNAF51JA0XXXXX,Audi,A5,,
WBAPX51030C1XXXXX,BMW,5 Series,,estate
WAUZZZ8R8BA0XXXXX,Audi,Q5,,SUV
WAUZZZ4F89N0XXXXX,Audi,A6,,
WAUZZZ4F89N0XXXXX,Audi,A6,,
WAUZZZ4F89N0XXXXX,Audi,A6,,estate
WAUZZZ4F89N0XXXXX,Audi,A6,,
WAUZZZ8X3EB0XXXXX,Audi,A1,,
WAUZZZ8X3EB0XXXXX,Audi,A1,2014,
WAUZZZ8X3EB0XXXXX,Audi,A1,,
WAUZZZ8X3EB0XXXXX,Audi,A1,,hatchback
WAUZZZ8X3EB0XXXXX,Audi,A1,,
WBSDX910X0E3XXXXX,BMW,3 Series,,
WBSDX910X0E3XXXXX,BMW,3 Series,,
WBSDX910X0E3XXXXX,BMW,3 Series,,convertible
WAUZZZ8E52A1XXXXX,Audi,A4,,
WAUZZZ8KXEA1XXXXX,Audi,A4,,
WAUZZZ8KXEA1XXXXX,Audi,A4,,
WAUZZZ8KXEA1XXXXX,Audi,A4,,
WAUZZZ8KXEA1XXXXX,Audi,A4,,
WBAUF11080PTXXXXX,BMW,1 Series,,
WBAUF11080PTXXXXX,BMW,1 Series,,hatchback
WBAUG31060PUXXXXX,BMW,1 Series,,
WBAUG31060PUXXXXX,BMW,1 Series,,hatchback
WBAVC11080VEXXXXX,BMW,3 Series,,sedan
WBANJ71040B5XXXXX,BMW,5 Series,,
WBANJ71040B5XXXXX,BMW,5 Series,,
WBANJ71040B5XXXXX,BMW,5 Series,,estate
WBAVC11080VEXXXXX,BMW,3 Series,,sedan
WBAVU51030A3XXXXX,BMW,3 Series,,estate
WAUZZZF45HA1XXXXX,Audi,A4,,
WAUZZZF45HA1XXXXX,Audi,A4,2017,
WAUZZZF45HA1XXXXX,Audi,,2017,
WAUZZZ4G8CN0XXXXX,Audi,A6,,
WAUZZZ4G8CN0XXXXX,Audi,,,
WAUZZZF49KA0XXXXX,Audi,A4,,
WBAGT810709PXXXXX,BMW,,,
WAUZZZF49KA0XXXXX,Audi,A4,,estate
WAUZZZF49KA0XXXXX,Audi,A4,,
WAUZZZF42KA0XXXXX,Audi,A4,,
WAUZZZF42KA0XXXXX,Audi,A4,,
WAUZZZF42KA0XXXXX,Audi,A4,,
WAUZZZF42KA0XXXXX,Audi,A4,,
WBAFB71020LXXXXXX,BMW,X Series,,SUV
5UXCR4C06M9FXXXXX,BMW,X5,2021,
5UXFE4C53AL2XXXXX,BMW,X5,2010,
5UXFE83528L1XXXXX,BMW,X5,2008,
WAUZZZ8T8DA0XXXXX,Audi,A5,,
WAUZZZ8T8DA0XXXXX,Audi,A5,,
WBAKS410X00HXXXXX,BMW,X Series,,SUV
WAUZZZ8T8DA0XXXXX,Audi,A5,2013,
WBAXA710X0DXXXXXX,BMW,5 Series,,sedan
WAUZZZF43GA0XXXXX,Audi,A4,,
WAUZZZF43GA0XXXXX,Audi,A4,,
WAUZZZF43GA0XXXXX,Audi,A4,,
WBSJU010709FXXXXX,BMW,X5,,SUV
WBSJU010709FXXXXX,BMW,,,
WBANC71040B6XXXXX,BMW,5 Series,,
WAUZZZF42KA0XXXXX,Audi,A4,,
WAUZZZF42KA0XXXXX,Audi,A4,,
WBANC71040B6XXXXX,BMW,5 Series,,sedan
WAUZZZF42KA0XXXXX,Audi,A4,,
WAUZZZ8V6H10XXXXX,Audi,A3,,
WBANC71000B6XXXXX,BMW,G,,
WBANC71000B6XXXXX,BMW,5 Series,,
WBANC71000B6XXXXX,BMW,5 Series,,sedan
WBAWC11050E2XXXXX,BMW,3 Series,,
WBAWC11050E2XXXXX,BMW,3 Series,,
WBAWC11050E2XXXXX,BMW,3 Series,,coupe
WAUZZZ4B65N0XXXXX,Audi,A6,,
WBA3B9C54FF5XXXXX,BMW,3 Series,2015,
WBA3B9C54FF5XXXXX,BMW,3 Series,2015,sedan
WBA3B9C54FF5XXXXX,BMW,3 Series,,sedan
WBA3B9C54FF5XXXXX,BMW,3 Series,,sedan
WBAWY110300CXXXXX,BMW,X3,,SUV
WAU22AFC3HN0XXXXX,Audi,A7,2017,
WBAWY110300CXXXXX,BMW,X Series,,SUV
WBA8T31060GBXXXXX,BMW,3 Series,,hatchback
WAUZZZ8K39N0XXXXX,Audi,A4,,
WAUZZZ8K39N0XXXXX,Audi,A4,,sedan
WAUZZZ8K39N0XXXXX,Audi,A4,,
WAUZZZ8X7CB0XXXXX,Audi,A1,,hatchback
WAUZZZF57KA0XXXXX,Audi,A5,,
WAUZZZF57KA0XXXXX,Audi,A5,,liftback
WBA5J31020D7XXXXX,BMW,5 Series,,
WBA5J31020D7XXXXX,BMW,5 Series,,estate
WAUZZZ4F58N0XXXXX,Audi,A6,,
WAUZZZ4F58N0XXXXX,Audi,A6,,
WAUZZZ4F1AN0XXXXX,Audi,A6,,sedan
WAUZZZ4F1AN0XXXXX,Audi,A6,,
WBAFG61040LTXXXXX,BMW,X Series,,SUV
WAUZZZ8K0AA0XXXXX,Audi,A4,,
WAUZZZ8K0AA0XXXXX,Audi,A4,,
WAUZZZ8T1CA0XXXXX,Audi,A5,,
WAUZZZ8T1CA0XXXXX,Audi,A5,,
WAUZZZ4F49N0XXXXX,Audi,A6,,
WBA51BN090CFXXXXX,BMW,,,
WAUZZZ4F49N0XXXXX,Audi,A6,,
WAUZZZ4F49N0XXXXX,Audi,A6,,
WAUZZZ4F49N0XXXXX,Audi,A6,,
WAUZZZ4F49N0XXXXX,Audi,A6,,
WBANC51060B1XXXXX,BMW,5 Series,,
WBANC51060B1XXXXX,BMW,5 Series,,
WBANC51060B1XXXXX,BMW,5 Series,,sedan
WBA5C310X0D0XXXXX,BMW,5 Series,,sedan
WBAUT310X0A8XXXXX,BMW,3 Series,,
WBAUT310X0A8XXXXX,BMW,3 Series,,estate
WBAUT310X0A8XXXXX,BMW,3 Series,,
WBAHM61060DHXXXXX,BMW,7 Series,,sedan
WBAFW11040DYXXXXX,BMW,5 Series,,sedan
WBAFW11040DYXXXXX,BMW,5 Series,,sedan
WBAJA12090BJXXXXX,BMW,5 Series,,
WBAZW610X0L5XXXXX,BMW,X Series,,SUV
WAUZZZ8K59A1XXXXX,Audi,A4,,
WAUZZZ8K59A1XXXXX,Audi,A4,,
WBAKS210800HXXXXX,BMW,X Series,,SUV
WA134AFY5M20XXXXX,Audi,Q5,2021,
WA1BAAFY3M21XXXXX,Audi,Q5,2021,
WAUCFAFC1FN0XXXXX,Audi,A6,2015,
WAUDF48H67K0XXXXX,Audi,A4,2007,
WAUDGAFL1CA0XXXXX,Audi,A4,2012,
WAUDH74F98N1XXXXX,Audi,A6,2008,
WBAJC91000B2XXXXX,BMW,5 Series,,
WBAJC91000B2XXXXX,BMW,5 Series,,sedan
WBAPX71090B9XXXXX,BMW,5 Series,,SUV
WBAPX71090B9XXXXX,BMW,5 Series,,estate
WAUENCF54JA0XXXXX,Audi,A5,2018,
WBAPL33549A4XXXXX,BMW,3 Series,2009,
WBAVB13556PTXXXXX,BMW,3 Series,2006,
WBAKV210200VXXXXX,BMW,X6,,SUV
WBAKV210200VXXXXX,BMW,X6,,sedan
WBAKV210200VXXXXX,BMW,X Series,,SUV
WUARL48H04K9XXXXX,Audi,A4,2004,
WAUKFAFM2CA0XXXXX,Audi,A3,2012,
WBA3B3C50EJ9XXXXX,BMW,3 Series,2014,
WBAEV53494KMXXXXX,BMW,3 Series,2004,
WBAKG1C57BE6XXXXX,BMW,3 Series,2011,
WBAVA33567PGXXXXX,BMW,3 Series,2007,
WAUAFAFL6BN0XXXXX,Audi,A4,,sedan
WAUAFAFL6BN0XXXXX,Audi,A4,,
WAUAFAFL6BN0XXXXX,Audi,A4,2011,sedan
WAUAFAFL6BN0XXXXX,Audi,A4,2011,
WAUZZZF4XGA0XXXXX,Audi,A4,,estate
WAUZZZF4XGA0XXXXX,Audi,A4,,
WAUZZZF4XGA0XXXXX,Audi,A4,,
WBAWD11080P3XXXXX,BMW,3 Series,,coupe
WA1AM74L19D0XXXXX,Audi,Q7,2009,SUV
WA1AM74L19D0XXXXX,Audi,Q7,,
WA1AM74L19D0XXXXX,Audi,Q7,,SUV
WBAKV210000NXXXXX,BMW,X Series,,SUV
WBAPE11080WJXXXXX,BMW,X3,,
WBAPE11080WJXXXXX,BMW,X Series,,SUV
WAUZZZF37K10XXXXX,Audi,Q3,,
WAUZZZF37K10XXXXX,Audi,Q3,,van
WAUZZZF37K10XXXXX,Audi,Q3,,SUV
5UXTS3C57K0ZXXXXX,BMW,X3,2019,SUV
WAUZZZF37K10XXXXX,Audi,Q3,,SUV
5UXTS3C57K0ZXXXXX,BMW,X Series,,SUV
WBATC610909PXXXXX,BMW,,,
WBANE31060B9XXXXX,BMW,5 Series,,sedan
WBAUY110X0F0XXXXX,BMW,3 Series,,
WBAUY110X0F0XXXXX,BMW,3 Series,,SUV
WBAUY110X0F0XXXXX,BMW,3 Series,,estate
WBAWZ510X00YXXXXX,BMW,X3,,SUV
WBAWZ510X00YXXXXX,BMW,X Series,,SUV
WAUZZZ8E45A4XXXXX,Audi,A4,,
WAUZZZ8E45A4XXXXX,Audi,A4,,
WAUZZZ8E45A4XXXXX,Audi,A4,,
WAUZZZ8P16A1XXXXX,Audi,A3,,
WAUZZZ8P16A1XXXXX,Audi,A3,,hatchback
5UXKT0C58H0SXXXXX,BMW,X5,2017,SUV
5UXKT0C58H0SXXXXX,BMW,X5,,SUV
WA1YD64B74N0XXXXX,Audi,A6,2004,
WBA3C1C51DF4XXXXX,BMW,3 Series,2013,
WAUZZZ8K5BA0XXXXX,Audi,A4,,
WAUZZZ8K5BA0XXXXX,Audi,A4,,
WAUZZZ8K5BA0XXXXX,Audi,A4,,
WBANC71030B6XXXXX,BMW,5 Series,,
WBANC71030B6XXXXX,BMW,5 Series,,sedan
WAUZZZ8U2GR0XXXXX,Audi,Q3,,
WAUZZZ8U2GR0XXXXX,Audi,Q3,,
WAUZZZ8U2GR0XXXXX,Audi,Q3,,SUV
WBAPB51010WBXXXXX,BMW,X3,,
WBAPB51010WBXXXXX,BMW,X Series,,SUV
WUAWRAAFC3HNXXXXX,Audi,,,
WAUZZZF41KA0XXXXX,Audi,A4,,
WAUZZZF41KA0XXXXX,Audi,A4,,
WAUZZZF41KA0XXXXX,Audi,A4,,
WBABB11000JBXXXXX,BMW,3 Series,,convertible
WAUGGAFC7DN1XXXXX,Audi,A6,2013,
WAUGGAFC7DN1XXXXX,Audi,A6,,
WAUGGAFC7DN1XXXXX,Audi,A6,2013,sedan
WAUGGAFC7DN1XXXXX,Audi,A6,,sedan
WAUGGAFC7DN1XXXXX,Audi,A6,,sedan
WBA1D11060J8XXXXX,BMW,1 Series,,hatchback
WAUZZZ8K5AN0XXXXX,Audi,A4,,sedan
WBAKK51040E4XXXXX,BMW,3 Series,,
WBAKK51040E4XXXXX,BMW,3 Series,,
WBAKK51040E4XXXXX,BMW,3 Series,,coupe
WAUZZZ8P86A0XXXXX,Audi,A3,,
WAUZZZ8P86A0XXXXX,Audi,A3,,hatchback
WBS8M910405KXXXXX,BMW,3 Series,,sedan
WBS8M910405KXXXXX,BMW,3 Series,,sedan
WBABN51010JTXXXXX,BMW,3 Series,,coupe
WBABF51090EPXXXXX,BMW,3 Series,,
WBABF51090EPXXXXX,BMW,3 Series,,coupe
WBA3D32010F2XXXXX,BMW,3 Series,,
WBAAM11090JMXXXXX,BMW,3 Series,,
WBAHF51050WWXXXXX,BMW,Z Series,,convertible
WBAAM11090JMXXXXX,BMW,3 Series,,
WBAAM11090JMXXXXX,BMW,3 Series,,sedan
WBAPE11070WJXXXXX,BMW,X3,,
WBAPE11070WJXXXXX,BMW,X Series,,SUV
WBATX31090LCXXXXX,BMW,X3,,
WBATX31090LCXXXXX,BMW,X Series,,SUV
WBSNB91040CXXXXXX,BMW,5 Series,,
WBSNB91040CXXXXXX,BMW,5 Series,,sedan
WBSNB91040CXXXXXX,BMW,M5,,sedan
WBAPB51000WBXXXXX,BMW,X Series,,SUV
WBAVC31090PYXXXXX,BMW,3 Series,,sedan
WBSCK91010LDXXXXX,BMW,Z Series,,convertible
WBAUD71090PDXXXXX,BMW,1 Series,,
WAUZZZF46HA0XXXXX,Audi,A4,,
WBAUD71090PDXXXXX,BMW,1 Series,,hatchback
WAUZZZF46HA0XXXXX,Audi,A4,,
WBAPK5G57BNNXXXXX,BMW,3 Series,2011,
WBAPK5G57BNNXXXXX,BMW,3 Series,2011,sedan
WBAPK5G57BNNXXXXX,BMW,3 Series,,sedan
WBADN51080BRXXXXX,BMW,5 Series,,
WBADN51080BRXXXXX,BMW,5 Series,,sedan
WBAUX11030A6XXXXX,BMW,3 Series,,
WBAUX11030A6XXXXX,BMW,3 Series,,estate
WBAVC31030KTXXXXX,BMW,3 Series,,sedan
WBAPP11050A9XXXXX,BMW,3 Series,,sedan
WB10A0308FZ2XXXXX,BMW,R,,
WBAFF010X0L2XXXXX,BMW,X Series,,SUV
WB10A0308FZ2XXXXX,BMW,,,motorcycle
WBA5N61040D9XXXXX,BMW,5 Series,,sedan
WBA5N61040D9XXXXX,BMW,5 Series,,hatchback
WAUZZZ4MXJD0XXXXX,Audi,,2018,
WBADT21000GZXXXXX,BMW,5 Series,,sedan
WBADT21000GZXXXXX,BMW,5 Series,,sedan
WBAFV31090D2XXXXX,BMW,5 Series,,sedan
WBA3K31070F6XXXXX,BMW,3 Series,,
WBA3K31070F6XXXXX,BMW,3 Series,,estate
WBAPD11000WFXXXXX,BMW,X3,,
WBAPD11000WFXXXXX,BMW,X Series,,SUV
WBAXA51020DWXXXXX,BMW,5 Series,,sedan
WBAXA51020DWXXXXX,BMW,5 Series,,
WBAXA51020DWXXXXX,BMW,5 Series,,sedan
WBADE610X0BUXXXXX,BMW,5 Series,,sedan
WBANX51030CTXXXXX,BMW,5 Series,,
WBANX51030CTXXXXX,BMW,5 Series,,sedan
WBANX51030CTXXXXX,BMW,5 Series,,sedan
WAUP4AF57KA0XXXXX,Audi,A5,2019,
WBAMX11010DYXXXXX,BMW,5 Series,,sedan
WBAMX11010DYXXXXX,BMW,5 Series,,estate
WBAVU11040KWXXXXX,BMW,3 Series,,estate
WAUZZZ8P35A0XXXXX,Audi,A3,,
WAUZZZ8P35A0XXXXX,Audi,A3,,
WAUZZZ8P35A0XXXXX,Audi,A3,,hatchback
WBA3U510505CXXXXX,BMW,4 Series,,
WBA3U510505CXXXXX,BMW,4,,convertible
WAUZZZ4F6AN0XXXXX,Audi,A6,,
WAUZZZ4F6AN0XXXXX,Audi,A6,,
WAUZZZ4F6AN0XXXXX,Audi,A6,,
WBAWA71080J0XXXXX,BMW,3 Series,,
WBAWA71080J0XXXXX,BMW,3 Series,,coupe
WBANH31040B4XXXXX,BMW,5 Series,,estate
WBA4E910X0G7XXXXX,BMW,4 Series,,
WBA4E910X0G7XXXXX,BMW,4,,liftback
WBAJW81040BEXXXXX,BMW,Z4,,
WBAJW81040BEXXXXX,BMW,630dx (630dx),,hatchback
WBAWB72090PYXXXXX,BMW,3 Series,,
WBAVU31010KYXXXXX,BMW,3 Series,,estate
WBAMX31010C7XXXXX,BMW,5 Series,,
WBAMX31010C7XXXXX,BMW,5 Series,,estate
WBAUB31030VHXXXXX,BMW,1 Series,,
WAUZZZ4F0AN0XXXXX,Audi,A6,,
WAUZZZ4F0AN0XXXXX,Audi,A6,,
WBAUB31030VHXXXXX,BMW,1 Series,,hatchback
WAUZZZ4F0AN0XXXXX,Audi,A6,,
WBA3D71000F1XXXXX,BMW,3 Series,,sedan
WBA3A5C53CF3XXXXX,BMW,3 Series,2012,
WUAZZZ4G9EN9XXXXX,Audi,A6,,
WUAZZZ4G9EN9XXXXX,Audi,,2014,
WAUZZZ8PX6A0XXXXX,Audi,A3,,
WAUZZZ8PX6A0XXXXX,Audi,A3,,
WAUZZZ8PX6A0XXXXX,Audi,A3,,hatchback
WBAUL7C51DVMXXXXX,BMW,1 Series,2013,
WAUZZZ8K09A2XXXXX,Audi,A4,,
WAUZZZ8K09A2XXXXX,Audi,A4,,
WBS3R9C56FK3XXXXX,BMW,4 Series,2015,
WBS3R9C56FK3XXXXX,BMW,4 Series,,
WBS3R9C56FK3XXXXX,BMW,4,,coupe
WBASN61070C4XXXXX,BMW,5 Series,,
WBASN61070C4XXXXX,BMW,5 Series,,hatchback
WBAFU9C52CC7XXXXX,BMW,5 Series,2012,
WBAUP7C52CVPXXXXX,BMW,1 Series,2012,
TRUWT28N1210XXXXX,Audi,TT,2002,
WBS2U710507EXXXXX,BMW,2 Series,,coupe
WBS3R92060K3XXXXX,BMW,4 Series,,
WBAUF11030PTXXXXX,BMW,1 Series,,
WBAUF11030PTXXXXX,BMW,1 Series,,hatchback
3MW5R1J0XM8CXXXXX,BMW,3 Series,2021,
WBABS334X2PGXXXXX,BMW,3 Series,2002,
5UXFE43568L0XXXXX,BMW,X5,2008,SUV
5UXFE43568L0XXXXX,BMW,X5,2008,
5UXFE43568L0XXXXX,BMW,X Series,,SUV
WBAFB71080LVXXXXX,BMW,X5,,
WBAFB71080LVXXXXX,BMW,X Series,,SUV
WAUZZZF27KN0XXXXX,Audi,A6,,
WAUZZZF27KN0XXXXX,Audi,A6,,sedan
WAUZZZ4G3EN0XXXXX,Audi,A6,,
WBANA71090B0XXXXX,BMW,5 Series,,sedan
WAUZZZ4G3EN0XXXXX,Audi,A6,,
WAUZZZ4G3EN0XXXXX,Audi,A6,,
WBANA71090B0XXXXX,BMW,5 Series,,sedan
WBANA71090B0XXXXX,BMW,5 Series,,
WBANA71090B0XXXXX,BMW,5 Series,,sedan
WAUZZZ8K2DA0XXXXX,Audi,A4,,
WAUZZZ8K2DA0XXXXX,Audi,A4,,
5UXKS4C35H0UXXXXX,BMW,X5,2017,
WAUB1GFF1H10XXXXX,Audi,A3,2017,
WBANV93568CZXXXXX,BMW,5 Series,2008,
WBA5B1C53ED4XXXXX,BMW,5 Series,2014,
WBAXH5C50DDWXXXXX,BMW,5 Series,2013,
WBATS110509HXXXXX,BMW,,,
WBA1C52070E9XXXXX,BMW,1 Series,,hatchback
WAUZZZ8E94A0XXXXX,Audi,A4,,
WAUZZZ8E94A0XXXXX,Audi,A4,,
WAUGMAF40KA0XXXXX,Audi,A4,2019,
WBAAY71050JMXXXXX,BMW,3 Series,,sedan
WAUVGAFH0DN0XXXXX,Audi,A5,2013,
WAUZZZ8K4DA0XXXXX,Audi,A4,,
WAUZZZ8K4DA0XXXXX,Audi,A4,,
WBA5A5C50ED5XXXXX,BMW,5 Series,2014,
WUAZZZF38N19XXXXX,Audi,Q3,,
WUAZZZF38N19XXXXX,Audi,,,SUV
WAUA7GFFXG10XXXXX,Audi,A3,2016,
WBABW53474PLXXXXX,BMW,3 Series,,
WBABW53474PLXXXXX,BMW,3 Series,2004,
WBABW53474PLXXXXX,BMW,3 Series,,
WBABW53474PLXXXXX,BMW,3 Series,2004,
WBABW53474PLXXXXX,BMW,3 Series,,convertible
WAUZZZ8K08N0XXXXX,Audi,A4,,
WAUZZZ8K08N0XXXXX,Audi,A4,,
WAUZZZ8K08N0XXXXX,Audi,A4,,sedan
WAUMPBFF5GA1XXXXX,Audi,A3,,
WB10E2103M6EXXXXX,BMW,,,motorcycle
5UXWX5C57BL7XXXXX,BMW,X3,2011,
WBANE53567CYXXXXX,BMW,5 Series,2007,
WAUZZZ8E85A0XXXXX,Audi,A4,,
WAUZZZ8E85A0XXXXX,Audi,A4,,
WAUZZZ8E85A0XXXXX,Audi,A4,,
WAUZZZ8K6DA0XXXXX,Audi,A4,,
WAUZZZ8E85A0XXXXX,Audi,A4,2004,estate
WBAUP11070VMXXXXX,BMW,1 Series,,
WBAUP11070VMXXXXX,BMW,1 Series,,
WBA7U81000CGXXXXX,BMW,,,sedan
WAUZZZ8P7AA1XXXXX,Audi,A3,,
WAUZZZ8P7AA1XXXXX,Audi,A3,,hatchback
WBA2E320105BXXXXX,BMW,2 Series,,estate
WBA2E320105BXXXXX,BMW,2 Series,,
WAUZZZ8E63A3XXXXX,Audi,A4,2003,estate
WAUZZZ4G2GN0XXXXX,Audi,A6,,
WAUZZZ4G2GN0XXXXX,Audi,A6,,
WAUZZZ4G2GN0XXXXX,Audi,A6,,
WAUZZZ8T4BA0XXXXX,Audi,A5,,
WAUZZZ8T4BA0XXXXX,Audi,A5,,
WAUZZZ8T4BA0XXXXX,Audi,A5,,
WBAJR11020CEXXXXX,BMW,5 Series,,
WBAHM21080DSXXXXX,BMW,7 Series,,sedan
WBAHM21080DSXXXXX,BMW,7 Series,,sedan
WBA7E4C50KGVXXXXX,BMW,7 Series,2019,
WBAPX51060C1XXXXX,BMW,5 Series,,
WBAPX51060C1XXXXX,BMW,5 Series,,estate
WAUZZZ8K19A0XXXXX,Audi,A4,,
WAUZZZ8K19A0XXXXX,Audi,A4,,
WAUZZZ8P3AB0XXXXX,Audi,A3,,
WAUZZZ8P3AB0XXXXX,Audi,A3,,
WBA13BJ09MWXXXXXX,BMW,5 Series,2021,
WAUZZZ8P3AB0XXXXX,Audi,A3,,hatchback
WBANR72020CRXXXXX,BMW,5 Series,,sedan
WAUZZZ8V5JA0XXXXX,Audi,A3,,
WAUZZZ8V5JA0XXXXX,Audi,,,hatchback
WBAUF11070PTXXXXX,BMW,1 Series,,
WBAZW620700AXXXXX,BMW,X5,,estate
WBAUF11070PTXXXXX,BMW,1 Series,,hatchback
WBANB53577CPXXXXX,BMW,5 Series,2007,
5UXKR0C51F0KXXXXX,BMW,X5,2015,
WBANJ31080CPXXXXX,BMW,5 Series,,estate
WBA1S710605BXXXXX,BMW,1 Series,,
WBA1S710605BXXXXX,BMW,1 Series,,hatchback
WBA1S710605BXXXXX,BMW,1 Series,,hatchback
WBA1S120707DXXXXX,BMW,1 Series,,hatchback
WBA1S120707DXXXXX,BMW,1 Series,,hatchback
WAUZZZ8P89A1XXXXX,Audi,A3,,
WAUZZZ8P89A1XXXXX,Audi,A3,,
WAUZZZ8P89A1XXXXX,Audi,A3,,hatchback
WBA12BK050CFXXXXX,BMW,,,sedan
WAUZZZ8E96A2XXXXX,Audi,A4,,
WAUZZZ8E96A2XXXXX,Audi,A4,,
WAUZZZ4F87N0XXXXX,Audi,A6,,
WAUZZZ4F87N0XXXXX,Audi,A6,,
WBSBR93484PKXXXXX,BMW,3 Series,2004,
WBACH32000LEXXXXX,BMW,Z3,,
WAUZZZ8DZWA0XXXXX,Audi,A4,,
WAUZZZF43KA0XXXXX,Audi,A4,,estate
WUAZZZ8V2JA9XXXXX,Audi,A3,,hatchback
WBXHT3C33J3HXXXXX,BMW,X1,2018,
WBSAE0C0XLBMXXXXX,BMW,8 Series,2020,
